date,polarity,exp_mean_7_days
2015-07-16,0.989,0.989
2015-07-17,0.0,0.4238571428571429
2015-07-18,0.0,0.24056756756756756
2015-07-19,0.0,0.15258857142857143
2015-07-20,0.0,0.10257234314980795
2015-07-21,0.0,0.07137719037719038
2015-07-22,0.318,0.14253074593223922
2015-07-23,0.0,0.10293390419669352
2015-07-24,0.0,0.07511138286157362
2015-07-25,0.0,0.055212988629921175
2015-07-26,0.0,0.0408010513405376
2015-07-27,0.0,0.03026711172597183
2015-07-28,0.0,0.02251619317610727
2015-07-29,0.0,0.016785027265834213
2015-07-30,0.0,0.012531934408808211
2015-07-31,0.0,0.009367232276440159
2015-08-01,0.0,0.007007687635750856
2015-08-02,0.0,0.005245832900553721
2015-08-03,0.0,0.003928805913140112
2015-08-04,0.0,0.002943479756784304
2015-08-05,0.318,0.08189538974726081
2015-08-06,0.0,0.061384955660380526
2015-08-07,0.0,0.046018158197901685
2015-08-08,0.0,0.034502063499454366
2015-08-09,0.0,0.025870051660550605
2015-08-10,0.0,0.019398886370583703
2015-08-11,0.0,0.014547110993788862
2015-08-12,0.0,0.010909178277113305
2015-08-13,0.989,0.2554901207423966
2015-08-14,0.0,0.19160618202949378
2015-08-15,0.0,0.14369821989410989
2015-08-16,0.0,0.10777005584935243
2015-08-17,0.0,0.08082551190341485
2015-08-18,0.0,0.060617992111971906
2015-08-19,0.0,0.04546285183388076
2015-08-20,0.0,0.03409677761866138
2015-08-21,0.0,0.02557238001084227
2015-08-22,0.0,0.019179170707947148
2015-08-23,0.0,0.014384313737777082
2015-08-24,0.0,0.010788199138700095
2015-08-25,0.0,0.008091129011538505
2015-08-26,0.0,0.006068335316055531
2015-08-27,0.0,0.004551245050601317
2015-08-28,0.0,0.003413430167462262
2015-08-29,0.0,0.002560070589075568
2015-08-30,0.0,0.001920051796265136
2015-08-31,0.898,0.2259403395702577
2015-09-01,0.0,0.1694551978087883
2015-09-02,0.0,0.12709136636785096
2015-09-03,0.0,0.09531850678222975
2015-09-04,0.0,0.07148886996524276
2015-09-05,0.0,0.05361664678062936
2015-09-06,0.0,0.040212481882989835
2015-09-07,0.0,0.0301593596108464
2015-09-08,0.0,0.02261951869484967
2015-09-09,0.0,0.016964638451164412
2015-09-10,0.0,0.012723478517763604
2015-09-11,0.0,0.009542608707979754
2015-09-12,0.0,0.007156956429541909
2015-09-13,0.0,0.005367717265094798
2015-09-14,0.0,0.0040257879167239306
2015-09-15,0.0,0.003019340919488291
2015-09-16,0.0,0.002264505679460474
2015-09-17,0.0,0.0016983792538827493
2015-09-18,0.0,0.001273784437198721
2015-09-19,0.0,0.0009553383260915365
2015-09-20,0.0,0.0007165037435519312
2015-09-21,0.0,0.0005373778070920427
2015-09-22,0.0,0.0004030333549973351
2015-09-23,0.0,0.0003022750160670468
2015-09-24,0.0,0.00022670626194849818
2015-09-25,0.0,0.00017002969640411852
2015-09-26,0.0,0.00012752227227088287
2015-09-27,0.0,9.564170418504627e-05
2015-09-28,0.0,7.173127812859452e-05
2015-09-29,0.0,5.379845859071391e-05
2015-09-30,0.0,4.034884393981119e-05
2015-10-01,0.0,3.026163295304476e-05
2015-10-02,0.796,0.19902269625154823
2015-10-03,0.0,0.1492670221836291
2015-10-04,0.0,0.11195026663489131
2015-10-05,0.0,0.08396269997457632
2015-10-06,0.0,0.06297202498003665
2015-10-07,0.0,0.04722901873452372
2015-10-08,0.0,0.03542176405060942
2015-10-09,0.0,0.02656632303779767
2015-10-10,0.0,0.019924742278258595
2015-10-11,0.0,0.014943556708643514
2015-10-12,0.0,0.011207667531454265
2015-10-13,0.0,0.008405750648574743
2015-10-14,0.0,0.006304312986422081
2015-10-15,0.0,0.004728234739811511
2015-10-16,0.0,0.003546176054855793
2015-10-17,0.0,0.002659632041140247
2015-10-18,0.0,0.001994724030854287
2015-10-19,0.318,0.08099604302322079
2015-10-20,0.0,0.0607470322674002
2015-10-21,0.0,0.04556027420054149
2015-10-22,0.0,0.03417020565040125
2015-10-23,0.0,0.025627654237798198
2015-10-24,0.0,0.019220740678347108
2015-10-25,0.0,0.014415555508759463
2015-10-26,0.0,0.010811666631569109
2015-10-27,0.0,0.008108749973676556
2015-10-28,0.0,0.006081562480257262
2015-10-29,0.0,0.00456117186019286
2015-10-30,0.0,0.003420878895144596
2015-10-31,0.0,0.0025656591713584193
2015-11-01,0.0,0.001924244378518799
2015-11-02,0.0,0.0014431832838890904
2015-11-03,0.4895,0.12345738746291847
2015-11-04,0.0,0.09259304059718854
2015-11-05,0.0,0.06944478044789122
2015-11-06,0.0,0.052083585335918316
2015-11-07,0.0,0.039062689001938676
2015-11-08,0.0,0.029297016751453974
2015-11-09,0.0,0.021972762563590462
2015-11-10,0.0,0.016479571922692834
2015-11-11,0.0,0.01235967894201962
2015-11-12,0.0,0.00926975920651471
2015-11-13,0.0,0.006952319404886031
2015-11-14,0.0,0.005214239553664522
2015-11-15,0.0,0.003910679665248391
2015-11-16,0.0,0.002933009748936293
2015-11-17,0.0,0.0021997573117022197
2015-11-18,0.0,0.0016498179837766648
2015-11-19,0.0,0.0012373634878324984
2015-11-20,0.0,0.0009280226158743737
2015-11-21,0.0,0.0006960169619057801
2015-11-22,0.0,0.0005220127214293351
2015-11-23,0.0,0.0003915095410720013
2015-11-24,0.0,0.00029363215580400094
2015-11-25,0.0,0.0002202241168530007
2015-11-26,0.0,0.0001651680876397505
2015-11-27,0.0,0.00012387606572981287
2015-11-28,0.0,9.290704929735965e-05
2015-11-29,0.0,6.968028697301973e-05
2015-11-30,0.0,5.2260215229764794e-05
2015-12-01,0.0,3.9195161422323594e-05
2015-12-02,0.0,2.9396371066742692e-05
2015-12-03,0.0,2.2047278300057015e-05
2015-12-04,0.0,1.653545872504276e-05
2015-12-05,0.0,1.240159404378207e-05
2015-12-06,0.0,9.301195532836551e-06
2015-12-07,0.0,6.975896649627413e-06
2015-12-08,0.0,5.231922487220559e-06
2015-12-09,0.0,3.923941865415418e-06
2015-12-10,0.0,2.9429563990615636e-06
2015-12-11,0.0,2.2072172992961723e-06
2015-12-12,0.0,1.655412974472129e-06
2015-12-13,0.0,1.2415597308540967e-06
2015-12-14,0.0,9.311697981405724e-07
2015-12-15,0.0,6.983773486054292e-07
2015-12-16,0.0,5.237830114540719e-07
2015-12-17,0.0,3.928372585905539e-07
2015-12-18,0.0,2.9462794394291537e-07
2015-12-19,0.0,2.2097095795718651e-07
2015-12-20,0.0,1.6572821846788987e-07
2015-12-21,0.0,1.2429616385091739e-07
2015-12-22,0.0,9.322212288818803e-08
2015-12-23,0.0,6.991659216614102e-08
2015-12-24,0.0,5.2437444124605764e-08
2015-12-25,0.0,3.932808309345432e-08
2015-12-26,0.0,2.9496062320090738e-08
2015-12-27,0.0,2.212204674006805e-08
2015-12-28,0.0,1.6591535055051038e-08
2015-12-29,0.0,1.2443651291288278e-08
2015-12-30,0.0,9.332738468466207e-09
2015-12-31,0.0,6.999553851349654e-09
2016-01-01,0.0,5.24966538851224e-09
2016-01-02,0.0,3.937249041384179e-09
2016-01-03,0.273,0.0682500029529368
2016-01-04,0.0,0.0511875022147026
2016-01-05,0.0,0.038390626661026946
2016-01-06,0.0,0.028792969995770207
2016-01-07,0.0,0.021594727496827653
2016-01-08,0.0,0.01619604562262074
2016-01-09,0.0,0.012147034216965554
2016-01-10,0.0,0.009110275662724165
2016-01-11,0.0,0.0068327067470431236
2016-01-12,0.0,0.005124530060282342
2016-01-13,0.0,0.003843397545211756
2016-01-14,0.0,0.0028825481589088166
2016-01-15,0.0,0.0021619111191816124
2016-01-16,0.0,0.0016214333393862093
2016-01-17,0.0,0.001216075004539657
2016-01-18,0.0,0.0009120562534047427
2016-01-19,0.0,0.0006840421900535569
2016-01-20,0.0,0.0005130316425401676
2016-01-21,0.0,0.0003847737319051257
2016-01-22,0.0,0.0002885802989288442
2016-01-23,0.0,0.00021643522419663317
2016-01-24,0.0,0.00016232641814747486
2016-01-25,0.0,0.00012174481361060614
2016-01-26,0.0,9.130861020795459e-05
2016-01-27,0.0,6.848145765596594e-05
2016-01-28,0.0,5.136109324197445e-05
2016-01-29,0.0,3.8520819931480835e-05
2016-01-30,0.0,2.8890614948610625e-05
2016-01-31,0.0,2.1667961211457967e-05
2016-02-01,0.0,1.6250970908593474e-05
2016-02-02,0.0,1.2188228181445106e-05
2016-02-03,0.0,9.141171136083828e-06
2016-02-04,0.0,6.85587835206287e-06
2016-02-05,0.0,5.141908764047152e-06
2016-02-06,0.0,3.856431573035364e-06
2016-02-07,0.0,2.892323679776523e-06
2016-02-08,0.0,2.1692427598323917e-06
2016-02-09,0.0,1.6269320698742937e-06
2016-02-10,0.0,1.22019905240572e-06
2016-02-11,0.0,9.151492893042899e-07
2016-02-12,0.0,6.863619669782174e-07
2016-02-13,0.0,5.14771475233663e-07
2016-02-14,0.0,3.860786064252473e-07
2016-02-15,0.0,2.895589548189354e-07
2016-02-16,0.0,2.1716921611420155e-07
2016-02-17,0.0,1.6287691208565113e-07
2016-02-18,0.0,1.2215768406423834e-07
2016-02-19,0.0,9.161826304817875e-08
2016-02-20,0.0,6.871369728613406e-08
2016-02-21,0.0,5.153527296460054e-08
2016-02-22,0.0,3.86514547234504e-08
2016-02-23,0.0,2.89885910425878e-08
2016-02-24,0.0,2.1741443281940847e-08
2016-02-25,0.0,1.6306082461455635e-08
2016-02-26,0.0,1.2229561846091727e-08
2016-02-27,0.0,9.172171384568795e-09
2016-02-28,0.0,6.8791285384265955e-09
2016-02-29,0.0,5.159346403819946e-09
2016-03-01,0.0,3.869509802864959e-09
2016-03-02,0.0,2.9021323521487192e-09
2016-03-03,0.0,2.176599264111539e-09
2016-03-04,0.0,1.6324494480836542e-09
